DESCRIPCION,MONTO_CONTRATADO,lat,lon
"El prototipo de Gradería se ha diseñado en estructura metálica con perfiles de uso corriente. Pilares cuadrados 150/150/3 que suportan un envigado de sección rectangular 150/100/4. Sobre este envigado se ubican los peldaños que conforman la huella de 0.80 m. y la contrahuella de 0.45 m. con perfiles ángulo 50/50/3. La estructura resistente se modula a una distancia de 1.50 m. sobre la que se ubican tablones de 2” x 8” y 2” x 6”. Dicha obra se encuentra respaldada por planos de detalles y especificaciones técnicas, que se refiere a todos los elementos de construcción necesarios para ejecutar la obra",11897524.0,-32.8009246316799,-70.580677986145
"Es el Mejoramiento de la Plazoleta Población Los Almendros, que consiste en el mejoramiento del espacio público, que considera la construcción de senderos con baldosas, iluminación, zona de juegos infantiles y mobiliario urbano.",28361139.0,-32.8035669272075,-70.5728137493134
"Dicha obra consiste en la reposición de aceras (hormigón) en mal estado, que datan del año 75, en sector de Avda. Santa Teresa, entre calle Los Aromos y Las Acacias (740 metros cuadrados). Dicha reposición será en base a baldosas microvibradas y baldosas tipo adoquin, además de adocesped en accesos vehiculares, iluminación peatonal y mobiliario urbano. Todo lo anterior conforme a planos y especificaciones técnicas del proyecto, con la vigilancia del ito municipal Dicha obra se encuentra respaldada por planos de detalles y especificaciones técnicas, que se refiere a todos los elementos de construcción necesarios para ejecutar la obra. ",50100085.0,-32.7977073910548,-70.5796747753527
"Dicha obra consiste en mejorar 273 metros lineales de cierro perimetral metálico, en base a malla acmafor 3D, con pilares metálicos y módulos de 2.50 mt x 2.08 mt y de 4.16 mts x 2.50 mt. en 74 metros lineales, detrás de los arcos de futbol, de cierre según plano de emplazamiento adjunto. Además de conservar las graderías metálicas existentes bastante deterioradas con los rayos del sol, por lo que se procederá a la limpieza y protección en base a pintura según especificaciones técnicas del proyecto.",20176675.0,-32.7513033650036,-70.6061351730908
"Dicha obra consiste en la reposición de aceras (hormigón) en mal estado, que datan del año 75, en sector de Avda. 26 de Diciembre, al inicio de calle El Parque y de longitud de 186 metros en veredas en zona norte y sur. Dicha reposición será en base a baldosas microvibradas y baldosas tipo adoquín, con accesos vehiculares. Todo lo anterior conforme a planos y especificaciones técnicas del proyecto, con la vigilancia del ito municipal Dicha obra se encuentra respaldada por planos de detalles y especificaciones técnicas, que se refiere a todos los elementos de construcción necesarios para ejecutar la obra.",23399802.0,-32.7998959108893,-70.579187639279
"El proyecto contempla la Habilitación y Mejoramiento de la sede comunitaria de la Junta de Vecinos del sector San Miguel, de la comuna de San Esteban, emplazada en terrenos municipales.  Dicha obra contempla la habilitación y mejoramiento de 170,48 m2 de construcción, más mejoramiento de 55.50 m2 de pasillo exterior, los recintos interiores se desglosan: 4,48 m2 corresponden a la Bodega, 16,60 m2 a Cocina, 8,09 m2 a Baños de Dama y Varón cada uno y 4,85 m2 a Baño para personas con capacidades diferentes. A su vez el proyecto contempla el acceso a una sala de reuniones de 30,64 m2 y un Salón Principal de 80,57 m2, todas las medidas antes señaladas útiles. Además de considerar la normalización de todos los servicios básicos según normativa vigente. Dicha obra se encuentra respaldada por planos de detalles y especificaciones técnicas, que se refiere a todos los elementos de construcción necesarios para ejecutar la obra.",55705685.0,-32.822487790828,-70.5435757115322
"Dicha obra consiste en el suministro y colocación de 206 ml de solerilla, y 210 m2 de maicillo en el área verde del Loteo del comité habitacional villa San Esteban. Todo lo anterior conforme a planos y especificaciones técnicas del proyecto, con la vigilancia del ITO municipal.",3859172.0,-32.8016285850683,-70.57071010454
"Se procede a conservar y mejorar 326.60 metros lineales de cierro perimetral metálico, en todo el contorno de la cancha, en base a malla acmafor 3d, con pilares metálicos y módulos de 2.50 mt x 2.08 mt y cierre detrás del arco de 4.16 mts x 2.50 mt. Además de reponer y mejorar radier existente en salida de camarines y sede del club deportivo, con canaleta de evacuación de aguas lluvias, todo lo anterior según especificaciones técnicas del proyecto. ",23986989.0,-32.767212070165,-70.5911162072396
"Dicha obra consiste en Conservación del Recinto Deportivo del Club Deportivo Unión Cordillera, del sector de Lo Calvo, de la comuna de San Esteban, dicha obra consiste en conservar 52.36 m2 de camarines y SS.HH Damas y Varones, que dice relación al mejoramiento, reposición y conservación de cubierta, aislación, cielos, aleros, frontones, ventanas, puertas, pinturas, red de agua potable, alcantarillado y electricidad, además de reponer 261.8 metros lineales de cierro perimetral metálico, en base a malla acmafor 3D, con pilares metálicos y módulos de 2.50 mt x 2.08 mt y 40 metros lineales del mismo material detrás de los arcos de futbol de 4.16 mts x 2.50 mt. La obra deberá ejecutarse en conformidad a las especificaciones técnicas, normas Chilenas sobre hormigones, inspecciones municipales y a los planos del proyecto.",24482533.000000004,-32.7515339580441,-70.5950671491805
"Se considera la construcción del Cierro Perimetral Metálico en la Cancha del Club Deportivo El Cobre, de la comuna, se procede a mejorar 293 metros lineales de cierro perimetral metálico, en todo el contorno de la cancha, en base a malla acmafor 3d, con pilares metálicos y módulos de 2.50 mt x 2.08 mt y cierre detrás del arco de 4.16 mts x 2.50 mt., además de cierro en malla de polipropileno cuadro 10x10 entre nudo, detrás de arco, lo anterior según especificaciones técnicas del proyecto. La obra deberá ejecutarse en conformidad a las especificaciones técnicas, normas Chilenas sobre hormigones, inspecciones municipales y a los planos del proyecto.",15257600.0,-32.7439554405388,-70.5791284891921
"El proyecto consiste en la construcción de una sede comunitaria en la zona de equipamiento de la Villa Los Olmos, comuna de San Esteban. Contempla la construcción de una sede comunitaria (132 m2 construidos), 120 m2 útiles, de los cuales 6,01 m2 corresponden a la sala de reuniones, 10,58 m2 a cocina, 4,81 m2 a baños de dama y varón cada uno y 4,33 m2 a baño para personas con capacidades diferentes. A su vez el proyecto contempla un acceso que permitirá ingresar tanto de la calle los olmos como del pasaje el boldo. Todo lo anterior conforme a planos y especificaciones técnicas del proyecto, con la vigilancia del ITO municipal.",57642899.0,-32.8102866890706,-70.5894484442918
"El proyecto considera el mejoramiento de diferentes sectores de la SALA CUNA Y JARDÍN INFANTIL LOS CARIÑOSITOS para la obtención de reconocimiento oficial. Se contempla el mejoramiento de acceso principal, el mejoramiento de cierres perimetrales con placas micro perforadas, reparación de cerámicos en pisos de sala cuna, construcción sala de primeros auxilios y ampliación de SEDILE, mejoramiento de vanos, modificación de alfeizar de ventanas, arreglo de revestimientos de aleros, normalización de puertas para acceso universal, reparación de superficies muros y cielo, mejoramiento de luminarias, reposición de pisos para mantener una superficie limpia y pareja, disminuyendo al máximo pequeños a grandes desniveles, reposición de huellas en ambas escaleras. Retiro de todo elemento tanto en superficies de muro como de cielo, clavos, corchetes, etc. Toda superficie deberá quedar perfectamente limpia y pareja.",55827932.99999999,-32.7757452600598,-70.5646822667802
"Las presentes Bases Administrativas tienen por objeto regular el llamado a Propuesta Publica para ejecución del programa “HABITABILIDAD 2019-2020 San Esteban”.
Dicha obra se encuentra respaldada por planos y especificaciones técnicas, que se refiere a todos los elementos de construcción necesarios para ejecutar la obra. ",6538979.0,-32.7922066258819,-70.6049154027602
"Se proyecta la ejecución de 364 metros lineales de extensión de las redes de agua potable por Callejón Los Jiménez, en HDPE PE100 PN10 de 110 mm de diámetro. El punto de conexión corresponde a una a matriz de asbesto cemento (Rocalit) de 125 mm de diámetro, existente en Calle Reyes. A lo largo de la extensión se consideran 29 arranques: 6 reconexiones y 23 arranques nuevos, conforme a normativa y estandar ESVAL.",53915875.0,-32.7956388253236,-70.5674717637247
"El proyecto consiste en la Construcción de una sede social de 130,04 m2, 13,15 m2 de áreas verdes en un terreno con una superficie de 258,75 m2. Contará con un salón principal, una cocina, 1 baño, 2 baños para personas con movilidad reducida y una bodega, construidos en albañilería de ladrillo reforzado, con techumbre de cerchas de Metalcom, planchas de zinc, terminaciones de muros interiores.",74285714.0,-32.7997984982491,-70.5805911938828
"Las presentes Bases Administrativas tienen por objeto regular el llamado a Propuesta Publica para la ejecución de la “REPARACION PAVIMENTO AVDA. ALESSANDRI INTERSECCION AVDA. 26 DE DICIEMBRE, COMUNA DE SAN ESTEBAN”
Dicha obra se encuentra respaldada por planos de detalles y especificaciones técnicas, que se refiere a todos los elementos de construcción necesarios para ejecutar la obra. ",4733432.0,-32.7993801474336,-70.5804392020452
"Reposición Centro de Salud Familiar San Esteban, comprendiendo toda obra civil, instalación eléctrica e iluminación, instalación de gas licuado, instalación sanitaria de aguas potable, alcantarillado, canalización de aguas lluvia, sumado a las obras exteriores contempladas hasta dejar habilitado el proyecto en toda su extensión. En el marco del Convenio de Programación GORE MINSAL 2019-2024",3428571429.0,-32.7967288116381,-70.5798894166946
"El proyecto de sede social ubicado en la población las bandurrias de la comuna de san esteban, considera la ejecución de un salón de actividades con capacidad para 60 personas, servicios higiénicos para minusválidos, oficina y cocina. La obra se proyecta con una estructura de albañilería reforzada y tendrá una superficie total de 127,69 mt2, contemplando además, un sistema de alcantarillado particular. 
Todo lo anterior conforme a planos y especificaciones técnicas del proyecto, con la vigilancia del ITO municipal
Dicha obra se encuentra respaldada por planos de detalles y especificaciones técnicas, que se refiere a todos los elementos de construcción necesarios para ejecutar la obra. ",73967227.0,-32.7462411045088,-70.5919428987764
"Realizar mejoras en sala de espera de la Dirección de Desarrollo Comunitario (DIDECO), mediante recursos provenientes de Registro Social de Hogares.",2800000.0,-32.8005600422225,-70.5812140624542
"Que la Ilustre Municipalidad de La Ligua, debe ejecutar el Proyecto CONSERVACIÓN PAR VIAL LOS MOLLES, ETAPA 1° Código BIP N°30374222-0",362041090.0,-32.229996557554,-71.5078586339951
"Reposición 1a Comisaría de La Ligua. La edificación considera una estructura de hormigón armado, en tres niveles con una superficie de 1.531 m2.",2556675692.0,-32.4500769731261,-71.22948042455718
"La Ilustre Municipalidad de La Ligua, debe ejecutar los Proyectos PMU: 1.-CONSTRUCCIÓN PLAZA LOS MOLLES, COMUNA DE LA LIGUA, 2.-RECONSTRUCCIÓN PLAZA PULMAHUE, COMUNA DE LA LIGUA y 3.-CONSTRUCCIÓN PLAZA QUEBRADILLA, COMUNA DE LA LIGUA",40113168.0,-32.2322,-71.5092
"La Ilustre Municipalidad de La Ligua, debe ejecutar los Proyectos PMU: 1.-CONSTRUCCIÓN PLAZA LOS MOLLES, COMUNA DE LA LIGUA, 2.-RECONSTRUCCIÓN PLAZA PULMAHUE, COMUNA DE LA LIGUA y 3.-CONSTRUCCIÓN PLAZA QUEBRADILLA, COMUNA DE LA LIGUA",40075915.0,-32.4457,-71.2232
"La Ilustre Municipalidad de La Ligua, debe ejecutar los Proyectos PMU: 1.-CONSTRUCCIÓN PLAZA LOS MOLLES, COMUNA DE LA LIGUA, 2.-RECONSTRUCCIÓN PLAZA PULMAHUE, COMUNA DE LA LIGUA y 3.-CONSTRUCCIÓN PLAZA QUEBRADILLA, COMUNA DE LA LIGUA",14117648.0,-32.4905,-71.2596
"La Ilustre Municipalidad de La Ligua, debe ejecutar el Proyecto CONSTRUCCIÓN PLAZA PICHILEMU, LA LIGUA. Código 1-B-2015-312",26408219.0,-32.3817871700932,-71.1219692230225
"La Ilustre Municipalidad de La Ligua, debe ejecutar el Proyecto REPARACIÓN SERVICIOS HIGIÉNICOS ESCUELA BÁSICA PUYANCON, LA LIGUA",26557211.0,-32.3097,-71.217
"La ilustre Municipalidad de La Ligua, debe ejecutar el Proyecto CONSTRUCCIÓN SEDE JUNTA DE VECINOS VILLA FERTIL, LA LIGUA",63732350.99999999,-32.4557,-71.241
"La Ilustre Municipalidad de La Ligua, debe ejecutar los Proyectos FRIL: 1.-   “CONSTRUCCIÓN  PASEO PEATONAL, Ma. ANTONIETA VALENZUELA, LA LIGUA”, Código BIP N°30354098-0
2.-  “CONSTRUCCIÓN PLAZA EL CARMEN, COMUNA DE  LA LIGUA”, Código BIP N°30354101-0
3.-  “CONSTRUCCIÓN PLAZA SANTA MARTA, COMUNA DE LA LIGUA”, Código BIP N°30354674-0
4.-  “MEJORAMIENTO PLAZA VALLE HERMOSO, COMUNA LA LIGUA”, Código
",15207541.999999998,-32.4758,-71.1872
"La Ilustre Municipalidad de La Ligua, debe ejecutar los Proyectos FRIL: 1.-   “CONSTRUCCIÓN  PASEO PEATONAL, Ma. ANTONIETA VALENZUELA, LA LIGUA”, Código BIP N°30354098-0
2.-  “CONSTRUCCIÓN PLAZA EL CARMEN, COMUNA DE  LA LIGUA”, Código BIP N°30354101-0
3.-  “CONSTRUCCIÓN PLAZA SANTA MARTA, COMUNA DE LA LIGUA”, Código BIP N°30354674-0
4.-  “MEJORAMIENTO PLAZA VALLE HERMOSO, COMUNA LA LIGUA”, Código
",12914992.0,-32.3354,-71.1817
"La Ilustre Municipalidad de La Ligua, debe ejecutar los Proyectos FRIL: 1.-   “CONSTRUCCIÓN  PASEO PEATONAL, Ma. ANTONIETA VALENZUELA, LA LIGUA”, Código BIP N°30354098-0
2.-  “CONSTRUCCIÓN PLAZA EL CARMEN, COMUNA DE  LA LIGUA”, Código BIP N°30354101-0
3.-  “CONSTRUCCIÓN PLAZA SANTA MARTA, COMUNA DE LA LIGUA”, Código BIP N°30354674-0
4.-  “MEJORAMIENTO PLAZA VALLE HERMOSO, COMUNA LA LIGUA”, Código
",41972803.0,-32.4387,-71.2106
"La Ilustre Municipalidad de La Ligua, debe ejecutar los Proyectos: 1.CONSTRUCCIÓN SALÓN MULTIUSO ESTADIO y 2.CONSTRUCCIÓN MULTICANCHA UNIÓN CENTRAL, VALLE HERMOSO, COMUNA DE LA LIGUA",39174831.0,-32.4492150101718,-71.2233835458755
"La Ilustre Municipalidad de La Ligua, debe ejecutar los Proyectos: 1.CONSTRUCCIÓN SALÓN MULTIUSO ESTADIO y 2.CONSTRUCCIÓN MULTICANCHA UNIÓN CENTRAL, VALLE HERMOSO, COMUNA DE LA LIGUA",56110255.99999999,-32.4368716886212,-71.2085697054863
PARA ESTADIO MUNICIPAL LA LIGUA 6.000 M2,10500.0,-32.4486439352604,-71.2214861743996
"La Ilustre Municipalidad de La Ligua, debe ejecutar el Proyecto Mejoramiento Cocina y Comedor, Escuela Sol Naciente, La Ligua",10846413.0,-32.4471,-71.2364
"Se requiere la construcción de un galpón para el Liceo Pulmahue de la comuna de La Ligua. Este espacio se diseñó con la finalidad de proteger de los agentes climáticos sol, lluvia, etc a los alumnos, durante las clases de educación física y en tiempos de recreación.",19664096.0,-32.4439840747834,-71.2304994463921
"La Ilustre Municipalidad de La Ligua, debe ejecutar el Proyecto CONSTRUCCIÓN PLAZA VILLA ALBERTO HURTADO, COMUNA DE LA LIGUA",45376858.0,-32.4460031477013,-71.222015619278
"Construccion Sala Cuna y Niveles Medios sector Club de Leones, comuna de La Ligua. Detalle en Bases adjuntas.",609194256.0,-32.4468134803901,-71.2294936180115
"La Ilustre Municipalidad de La Ligua, debe ejecutar el Proyecto Mejoramiento Museo La Ligua",59941044.0,-32.4430537468156,-71.2304726243019
"La Ilustre Municipalidad de La Ligua, debe ejecutar el Proyecto Ampliación Centro Cívico, La Ligua",75526902.0,-32.4509193558163,-71.2316608428955
"La Ilustre Municipalidad de La Ligua, debe ejecutar el proyecto CONSTRUCCION SEDE JUNTA DE VECINOS BELLAVISTA, en Valle Hermoso comuna de La Ligua",53272270.0,-32.4405909344529,-71.2012097239494
"La Ilustre Municipalidad de La Ligua, debe ejecutar el Proyecto CONSTRUCCIÓN GALPÓN LICEO PULMAHUE, LA LIGUA, Código BIP N30354102-0",21756392.0,-32.4439229586422,-71.230480670929
"AUTORÍCESE el llamado a licitación pública, para la contratación de Diseño de Especialidades y Ejecución de obras para la “CONSTRUCCION SALA CUNA Y NIVEL MEDIO VILLA WISCONSIN, COMUNA LA LIGUA”.",660048213.0,-32.4548439813621,-71.2369018793106
"La ilustre Municipalidad de La Ligua, debe ejecutar el proyecto CONSTRUCCIÓN SEDE CLUB DEPORTIVO VALLE HERMOSO, Código BIP N30486227-0",52366163.0,-32.4346803630067,-71.2145376205444
"La Ilustre Municipalidad de La Ligua, debe ejecutar el Proyecto CONSTRUCCIÓN SEDE VILLA FRANCISCO DE ARCAYA, LA LIGUA.",44292643.0,-32.4525535055633,-71.2441384792328
"La Ilustre Municipalidad de La LIgua, debe ejecutar el proyecto CONSTRUCCIÓN SEDE SOCIAL COMUNITARIA, SECTOR CUATRO ESQUINAS, COMUNA DE LA LIGUA",60014542.00000001,-32.4462528114127,-71.1945897155446
"La Ilustre Municipalidad de La Ligua, debe ejecutar el Proyecto CONSTRUCCIÓN MULTICANCHA POBLACIÓN SAN EXPEDITO, LA LIGUA",48295312.0,-32.4568603635295,-71.2353056997596
"LICITACIÓN PÚBLICA Nº 64-17 “PROGRAMA SANEAMIENTO DE POBLACIÓN, CONSERVACIÓN DE VIVIENDAS SERVIU AÑO 2017, COMUNA DE VALPARAÍSO”",93000000.0,-32.456625245171,-71.2293939063611
"La Ilustre Municipalidad de La Ligua, debe ejecutar el Proyecto: “INSTALACIÓN PLANTA DE OSMOSIS INVERSA LOS QUINQUELLES – LA BALLENA” Código 5401160706",55055651.0,-32.2927257987387,-71.4734148732403
"LP 66-2017 EJECUCIÓN DE OBRAS PROGRAMA RECUPERACIÓN DE BARRIOS, CENTRO COMUNITARIO LA PATAGUA, BARRIO LAS TORRES, COMUNA LA LIGUA",220524077.0,-32.4548094034787,-71.2323692883388
"La Ilustre Municipalidad de la Ligua, debe realizar las mejoras correspondientes a la calle Las Marías sector La Higuera de La Ligua, según antecedentes entregados en el portal.",34453500.0,-32.4836719663795,-71.1776548759025
"La Ilustre Municipalidad de La Ligua, debe ejecutar el Proyecto CONSTRUCCIÓN CIERRO CANCHA DE FÚTBOL, CLUB DEPORTIVO BELLAVISTA, VALLE HERMOSO, LA LIGUA",23844316.0,-32.4389610280717,-71.2003218016787
"El proyecto contempla el Mejoramiento de la Biblioteca Municipal Placilla, ubicada en Pasaje 8 Poniente, Sector Placilla, de la Comuna de La Ligua, la obra se basa en el mejoramiento interior y exterior de las dependencias destinadas al uso de la biblioteca, el recinto está estructurado en base a muros de albañilería de ladrillo armado, estructura de techumbre en base a cerchas reticuladas metálicas. Dicha dependencia considera una superficie total de construcción de 59,59 m2.",20762175.0,-32.4471997480033,-71.2831646442803
"PROGRAMA ASENTAMIENTOS PRECARIOS, EJECUCIÓN SANEAMIENTO SANITARIO, CAMPAMENTO “VISTA HERMOSA”, COMUNA DE LA LIGUA, REGIÓN DE VALPARAÍSO",99872468.0,-32.4601212593853,-71.2279995434757
"La Ilustre Municipalidad de La Ligua, debe ejecutar el Proyecto: CONSTRUCCIÓN CIERRO CANCHA DE FÚTBOL CLUB DEPORTIVO UNIÓN LOS ROMEROS, LONGOTOMA, LA LIGUA",24741400.000000004,-32.3856616509927,-71.3702222431839
SE CONTEMPLA LA EJECUCION DE REPOSICION DEL PUENTE ILLALOLEN EN LA RUTA E-285 LA LIGUA,2634073826.0,-32.4339205269999,-71.2205197399999
"La Ilustre Municipalidad de La Ligua, debe ejecutar el Proyecto. Uniones Domiciliarias calle Ferrocarril Oriente, La Chimba, comuna de La Ligua Código Nro. 540.1190701 B",25210044.0,-32.4490946672836,-71.2920216258372
"El Proyecto contempla el Mejoramiento de la Biblioteca Municipal René Arabena Williams, ubicada en Pedro Polanco #5, interior edificio Centro Cívico, de la Comuna de La Ligua, la obra se basa en el mejoramiento interior de las dependencias destinadas al uso de la biblioteca, el recinto está estructurado en base a muros de albañilería de ladrillo armado, estructura de techumbre en base a cerchas de madera. Dicha dependencia considera una superficie total de construcción de 150,23m2.",30488390.0,-32.4510973890332,-71.2316517728406
"La Ilustre Municipalidad de La Ligua, debe ejecutar el proyecto CONSTRUCCIÓN CIERRO PERIMETRAL, CLUB DEPORTIVO UNIÓN SERRANO, LA LIGUA",16755632.999999998,-32.4525545745184,-71.2566140715385
"La Ilustre Municipalidad de La Ligua, debe ejecutar el Proyecto REPOSICIÓN MULTICANCHA POBLACIÓN SANTA ANA, SECTOR EL CALVARIO, COMUNA DE LA LIGUA COD. 1-C-2016-1306",37921875.0,-32.4348171798874,-71.2100220474331
"La Ilustre Municipalidad debe ejecutar el Proyecto CONSERVACIÓN INFRAESTRUCTURA APS PSR PUERTO DE VARAS, COMUNA DE LA LIGUA, BIP N° 40017646-0",34295842.0,-32.4407896080541,-71.2007248408786
"La Ilustre Municipalidad de La Ligua, debe ejecutar el Proyecto Construcción Sede Comunitaria El Cepo, comuna de La Ligua",9234816.0,-32.4179674898041,-71.21697306633
"La Ilustre Municipalidad de La Ligua, debe ejecutar el Proyecto REPOSICIÓN de VEREDAS PLAZA VILLA HOLANDA, comuna de La Ligua",27836134.0,-32.4504779944995,-71.235174536705
"Se consulta el mejoramiento de la plaza del minero, en lo que se refiere a pavimentos, paisajismo, mobiliario urbano, juegos infantiles y proyecto de alumbrado publico peatonal.",21115124.0,-32.4247191208161,-71.0669302940369
"SE CONSULTA LA REPOSICION DE ACERAS EN CALLE I. DOMEYKO EN EL TRAMO DE LAS CALLES LOS OLIVOS Y ERRRAZURRIZ EN BASE A ACERAS DE HORMIGON DE 0,07 MTS., Y UNA BASE ESTABILIZADA DE 0,08 MTS.",48618666.0,-32.4298,-71.0687
"SE CONSULTA LA REPOSICION DE ACERAS EN LA CALLE ZOILA GAC EN EL TRAMO DE LAS CALLES ERRAZURRIZ Y M.A. MATTA, LAS ACERAS SEDEN CONSIDERARSE EN HCV 0,07 MTS, SU BASE ESTABILIZADA DE 0,08 MTS Y CONTEMPLAR ADEMAS OBRAS DE JARDINERAS CON SOLERILLA.",49481292.0,-32.4282,-71.068
SE CONSULTA LA REPOSICION DE VEREDAS SECTOR NORTE DE AVENIDA HUMERES EN BALDOSA Y HORMIGON,49995039.0,-32.4271,-71.0682
"SE CONSULTA EL MEJORAMIENTO DEL PASEO PEATONAL DE AVENIDA HUMERES EN CUANTO A LAS PARTIDAS DE PAVIMENTOS, SOLERILLAS Y MOBILIARIO URBANO, COMO TAMBIEN SE DEB DESARMAR LOS JARDINES EXISTENTES (JARDINERAS)",81869987.0,-32.427,-71.0678
"SE CONSULTA LA CONSTRUCCION DEL EDIFICIO DE LA SEDE VECINAL N° 6 DE LA QUINTRALA EN l N° 6, EN ALBAÑILERIA REFORZADA, PISO CERAMICO Y ESTRUCTURA DE CUBIERTA PV4 ZINCALUM",90136195.0,-32.4367,-71.0833
"SE CONSULTA EL MEJORAMIENTO DE CIERROS PERIMETRALES, MANTENCION DE TORRES, PINTURAS DE GRADERIASS Y REJAS Y OBRAS MENORES COMO MUROS DE CONTENCION, CIERROS, GRADERIAS, SS.HH, TABLEROS, BANCAS.",48602220.0,-32.4295,-71.0685
SE CONSULTA LA REPOSICION DEL CENTRO CIVICO DEL PLAN DE LA CIUDAD O CENTRO ,42438339.0,-32.4267,-71.0674
"SE CONSULTA LA CONSTRUCCION SEDE ADULTO MAYOR JESUS HERNANDEZ DE LA VIÑA EN ALBAÑILERIA DE LADRILLO, CUBIERTA ZINCALUM Y PISOS CERAMICOS Y FLEXIT LA SEDE CONSULTA 54 M2.",24315402.0,-32.4259,-70.9203
"SE CONSULA EL MEJORAMIENTO DEL PASEO ZOILA GAC CON ACERAS DE HORMIGON Y MAICILLO ADEMAS DE DELINEAMIENTO CON SOLERILLAS Y OBRAS DE ARTES.
MOBILARIOS URBANO ESCANEOS Y BASUREROS E ILUMINACION CON FAROLES TIPO MISTRAL.",21200000.0,-32.43,-71.0713
"SE CONSULTA EL MEJORAMIENTO DEL PASEO, EN CUANTO A MUROS DE MAMAPOSTERIA DE PIEDRA, VEREDAS DE HCV Y MAICILLLO, ESCALAS Y PUENTES DE HGON., MOBILIARIO URBANO, JUEGOS INFANTILES, AREAS VERDES E ILUMINACION",49237165.0,-32.4307,-71.0725
"SE CONSULTA LA REPOSICION DE ACERAS EN LA CALLE AV. FF.CC. A IQUIQUE EN EL TRAMO DE LAS CALLES ZOILA GAC Y CARLOS JULLIAN, LAS ACERAS SEDEBN CONSIDERAR EN HCV 0,07 MTS, SU BASE ESTABILIZADA DE 0,08 MTS Y UNAS OBRAS DE ARTE PARA EVACUACION DE AGUAS LLUVIAS",49180944.99999999,-32.4238,-71.0641
"SE CONSULTA EL MEJORAMIENTO ESPACIO PÚBLICO Y DEPORTIVO POBLACIÓN LA RINCONADA, CABILDO. ESTAS OBRAS CONTEMPLAN CARPETA ASFÁLTICA QUE RECIBIRÁ PASTO SINTÉTICO, ADEMÁS DE OBRAS DE COLOCACIÓN DE SOLERILLAS, CANALAS, CIERROS PERIMETRALES Y O. ELÉCTRICAS",55813721.0,-32.4414714881456,-71.0800087451935
"Se consulta la construcción de muros y cancha de pasto sintético en Población El Arrayán, Artificio de Cabildo.",74866254.0,-32.400526087371,-71.0919722825747
SE CONSULTA LA TERMINACION DEL PROYECTO DE DISEÑO Y CONSTRUCCION PISCINA PARQUE MUNICIPAL,25559831.0,-32.4305070985387,-71.0777924894501
SE CONSULTA LA CONSTRUCCION DEL TECHO DE LA MULTICANCHA DE LA ARAUCARIA EN BASE A ESTRUCTURA METALICA.,68950011.0,-32.4262496013801,-71.0692799091339
SE CONSULTA EL CAMBIO DEL PARQUE DE ILUMINACION DE DIVERSAS LOCALIDADES DEL SECTOR RURAL DE LA COMUNA,179880606.0,-32.4255885094113,-71.0649025440216
"Se consulta la construcción de un módulo de nichos de 40 unidades, escalas y aceras de hormigón, cierros de pandereta y provisión e instalación de estanque de acumulación de 1300 lts.",47934032.0,-32.4347437492064,-71.0654175281525
SE CONSULTA LA REPOSICION TOTAL DEL PARQUE LUMINICO DEL SECTOR URANO DE CABILDO,577989900.0,-32.4180897572324,-71.0434341430664
SE CONSULTA LA PROVISION E INSTALACION DE CELOSIAS EN LAS SALAS SECTOR NORTE DEL LICEO A2,17377055.0,-32.4275717707806,-71.0662114620209
"SE CONSULTA EL MEJORAMIENTO DE SALAS DE ADMINISTRACION, PATIOS, CUBIERTAS Y SISTEMA ELECTRICO",39869059.0,-32.4335212932126,-71.0699450969696
"SE CONSULTA LA HABILITACION DE LAS DEPENDECIAS DEL EDICICIO LA QUINTRALA CON OBRAS DE TABIQUERIAS, SISTEMA ELECTRICO, PINTURA, PUERTA Y MUEBLES IN SITU",7193940.0,-32.4369531831747,-71.0839462280273
"SE CONSULTA LA REPOSICION DEL ALUMBRADO PUBLICO A LUCES LED EN LOS SECTORES RURALES TALES COMO: LOS PERALES, ALICAHUE,PAIHUEN,BARTOLILLO, PILILEN, LA VIÑA, LA MORA, EL QUEMADO, SAN JOSE, PEÑABLANCA Y ARTIFICIO RURAL",230223640.0,-32.3778079901058,-70.8396005281247
SE CONSULTA EL MEJORAMIENTO Y CONSTRUCCIÓN DEL SISTEMA PARTICULAR DE ALCANTARILLADO ESCUELA G-37 DE SAN LORENZO,19016248.0,-32.4351077660673,-70.9822154045105
SE CONSULTA LA CONSTRUCCION DE RSALTOS REDUCTORES DE VELOCIDAD EN DIVESAS CALLES DEL SECTOR URBANO DE CABILDO Y ARTIFICIO ,10800006.0,-32.4282871831281,-71.0708785057068
SE CONSULTA LA ACTUALIZACION DEL PLAN REGULADOR DE LA COMUNA,137965000.0,-32.4267748490789,-71.066669261927
"SE CONSULTA EL MEJORAMIENTO Y ADECUACION DE RECINTO MUNICIPAL PARA LA HABILITACION DE FARMACIA POPULAR EN CUANTO A TABIQUERIAS, PISOS, PINTURAS, PUERTAS, VENTANAS Y HABILITACION DE SS.HH. Y SERVICIOS",17896352.0,-32.4259235840285,-71.0652458667755
"se consulta la construcción de sede deportiva en albañilería de ladrillo, con dependencias de S.HH., cocina y salón multiuso. Mejoramiento de camarines en tabiquerías, pavimentos, artefactos, sistemas. Cierros perimetrales de cancha y área de recreación con áreas de juegos infantiles, maquinas de ejercicios y mobiliario urbano",59690769.0,-32.389835949377,-71.0902065775477
SE CONSULTA LA PINTURA INTERIOR EN SALAS DE CLASES DEL LICEO A2,16375500.0,-32.4275129074867,-71.0661953687668
